4002|||谁能告诉我蒙特祖玛的宝藏是在哪一关的|||5关卡：41
4003|||诺基亚的总经理室谁|||拉吉夫·苏里（rajeev suri）[1]
4004|||山中幸盛后来叫什么名字了|||山中甚次郎、龟井甚次郎
4005|||国共内战最后谁赢了做了哪些举措|||中国共产党胜利、建立人民政权
4006|||谁能告诉我元鉴的太爷爷和爷爷分别在哪儿任职、都叫什么名字|||曾祖：河南王拓跋曜 祖父：武昌成王拓跋提
4007|||孙婉的爸爸是谁|||孙中山
4008|||吃大盆菜有啥需要注意的|||细吃有先后，
4009|||壳牌爱万利rl1润滑脂要在什么温度下使用|||中等温度
4010|||neg的核心产品是什么|||crt显示器用电气硝子玻璃
4011|||中华人民共和国行政诉讼法修订时间是|||2014年11月1日
4012|||股骨头坏死咨询网参与网站建设的有多少人？是在哪年建的|||200人（2014年）
4013|||夏普lcd-32g2是哪种电视|||液晶电视
4014|||江西省水利建设基金筹集和使用管理办法具体是哪天废止使用的|||2010年12月31
4015|||天为电信gd8-12f8具体的长宽高是多少|||229*157*35mm
4016|||野三坡站是哪种站点|||中间站，季节性旅游车站
4017|||标致rcz属于什么类型的车|||入门级跑车
4018|||醉枕三界被转载了多少回|||901次
4019|||七喜h701是什么类型的智能手机|||直板
4020|||摩根石手镯的拥有程度是怎样的|||稀有装备
4021|||玻璃技术与设备展览会是从什么时候开展的|||：   2010年06月18日
4022|||刘君仪参加过哪个比赛|||女子超级篮球联赛
4023|||张立威的籍贯|||云南昆明
4024|||国家能源局的直属上级是哪儿|||中华人民共和国国务院
4025|||美国国家运输安全委员会的会长是谁|||德博拉·赫斯曼，主席 克里斯托弗·哈特，副主席
4026|||圣字的部首是什么|||土
4027|||除夕最早的出处|||逐除，《吕氏春秋·季冬记》中记载说：古人在新年的前一天，击鼓驱逐邪鬼
4028|||在2002年6月10日的日食中日食阴影面积有多大|||13公里
4029|||8k型电力机车的机车有多高|||3,980毫米（车顶平面至轨面）
4030|||江苏省姜堰经济开发区的总规划面积有多大|||近100平方公里
4031|||一般叫产蛋王中王为什么名字|||蛋鸡宝
4032|||联想g901的网络连接是什么制式|||gprs
4033|||入唐八大家的法号分别是什么|||最澄、空海、常晓、圆行、圆仁
4034|||北庄村共有多少户人口|||238户
4035|||中关村上市公司协会是哪个单位指导的|||中关村科技园管理委员会
4036|||云南厚壳树在药用方面有什么价值|||全株可入药
4037|||易贝安适合什么样的人吃|||缺钙、易骨折者
4038|||中区管理几个行政区|||9个行政洞
4039|||北京时间是采用哪个经度的时间|||东经120度
4040|||郭络罗氏又叫什么名字|||郭络罗、郭罗罗、郭尔罗
4041|||原谅这首歌的词作者是谁|||郝艺雄
4042|||绝对伏特加的酒精含量是多少|||40%
4043|||谁能告诉我鼎恒中心周围有哪些设施场所|||商场
4044|||狼族现在的会长是谁|||狼族メ叼人
4045|||林尚义是在哪里去世的|||香港律敦治医院
4046|||华为 u6100的外形是什么颜色的|||直板 银色，咖啡色
4047|||北京地铁14号线有哪几个车辆基地|||张仪村停车场、马泉营车辆段
4048|||lock menu pro都支持什么语言|||中文
4049|||春盘都在哪些地方流行|||中国各地
4050|||万磁王到底叫什么|||马克思·艾森哈特
4051|||福建创高安防技术股份有限公司的证券代码是多少|||831464
4052|||安徽国元投资有限责任公司是在哪里注册的|||为安徽省合肥市宿州路20号
4053|||罗曼·波兰斯基是哪一年凭借哪部电影获得最佳导演的|||最佳导演 2002年 《钢琴家》
4054|||商业智能主要涉及哪些领域|||制造业、金融、电信、零售
4055|||visual basic .net 是什么类型的软件|||专有软件
4056|||坏蛋之风云再起和哪个网站签约了|||17k
4057|||曹迎珍是哪个学校毕业的|||于广西经济管理干部学院
4058|||联想thinkpad 40y7710（65w/超薄）的输出电压是多少|||20.0v
4059|||掌中贵金属支持什么格式的软件|||手机apk文件
4060|||罗苏伐他汀钙的分子量是多少|||1001.14
4061|||负离子转换器的专利号是多少|||zl201010167796.1
4062|||王派是演什么剧的|||京剧
4063|||上海轨道交通17号线是靠什么运动的|||第三轨供电1500v（兼具受电弓）
4064|||军民水库最多可以容纳多少水|||1.9亿立方米
4065|||索尼 sx125的投影机有什么特性|||短焦
4066|||莽应龙是哪个王朝的|||东吁王朝
4067|||魔王奶爸的作者还有什么作品|||悲伤大陆三部曲
4068|||天空之橙—世界经典动漫明星巡礼授权给了谁|||迪士尼、三丽欧、孩之宝、漫威
4069|||谁可以举几个消费过热的例子|||曾经对精细食品产生消费偏好
4070|||龙粳38的原代号是什么|||龙交06-192
4071|||磁盘碎片整理叫什么|||碎片文件
4072|||有谁可以告诉我西村有多少水田|||711亩
4073|||阿贾克斯足球俱乐部的球衣广告是哪个公司制作的|||ziggo
4074|||thinkpad t520i 42414cc的三级缓存速度是多少|||3mb
4075|||美的fk2101可以自己设时间|||支持
4076|||谁能告诉我2013第十四届成都国际家具工业展览会的具体时间|||2013 年7月3日--2013年7月6日
4077|||莲花县荷花博览园项目总共投入了多少资金|||1亿元
4078|||中国第九届大运会有多少人参赛|||6000名
4079|||英国广播公司的前身是什么|||british broadcasting company
4080|||哥伦比亚男足的fifa代码是多少有人|||col
4081|||能给我介绍一下pp-19野牛冲锋枪的枪管|||1根，枪口具有消焰器（英语：flash suppressor​​），可装上专用消声器
4082|||新界区专线小巴403a线有替代路线|||无
4083|||金银双色的有哪些主要性能|||110cm双面反光板，金银双色,进口...
4084|||陕西国际商贸学院文化与艺术学院有多少转职教师|||55人
4085|||“刷脸”支付系统是哪个公司推出的|||芬兰创业公司uniqul
4086|||临李公麟画罗汉是哪位画家的|||吴彬
4087|||恒翔风雅hxy-5203i的内存是怎样的有人|||512mb ddrii667
4088|||情书的imdb链接是多少|||tt0140340
4089|||工银货币是什么类型的基金|||货币型[1]
4090|||春玉2号是哪一年育成的|||2000年
4091|||不差钱是谁演的|||赵本山&小沈阳&毕福剑&毛毛
4092|||acfun的alexa排名是多少|||世界：3,415（2014年10月29日）  中国大陆：264（2014年10月29日）
4093|||巴尔坎纳巴德是哪个国家的城市|||土库曼斯坦
4094|||iok s4040a适用什么主板|||机架式
4095|||过氧化氢的危险性符号是什么|||x（有害）,c（腐蚀性）,o（氧化）
4096|||校园修仙实录的作者还有其他作品|||小小说《雨梦伊人》
4097|||当旺爸爸是什么时候拍的|||2011年8月-10月
4098|||纯儿牛仔的法人是谁|||李维
4099|||华夏蜜宝栽培的时候要注意什么|||选择土层深厚，疏松
4100|||美因-陶努斯县属于哪个联邦州有人|||黑森州
4101|||建国家体育场花了多少钱|||35亿元人民币
4102|||枪花有多少集|||32集
4103|||万和dszf50-i的水温调节区间|||30-75℃
4104|||宋王台的原址在哪|||香港的旧启德机场(土瓜灣)
4105|||2012年第三届中国锡林郭勒国际煤炭工业博览会什么时候开幕|||2012年6月14日
4106|||武则天是多少岁的时候死的|||82岁
4107|||北京碧海圆生态农业观光有限公司的发展理念是什么|||以农为本
4108|||skf 619/950mb轴承有多厚|||132mm
4109|||司马前镇的书记是谁|||刘界夫 [1]
4110|||htc one的相机是什么样的|||1300万像素彩色相机
4111|||吉本兴业株式会社的结算期是什么时候|||3月31日
4112|||你直达今津宽的选区是哪|||旧北海道第2区
4113|||passpo☆的哪个成员离开了|||佐久间夏帆
4114|||阿伯丁有多少人|||16,461
4115|||乐湖居巴士总站附近有什么|||嘉湖山庄乐湖居
4116|||关于加强义务教育阶段农村留守儿童关爱和教育工作的意见是什么时候颁布的|||2013年1月4日
4117|||难为男儿汉是谁作的曲|||柯铜
4118|||唱作人有什么基本特点|||词曲创作、歌曲演唱
4119|||长春日报是什么时候创办的|||1945年11月1 5日
4120|||冷ccd的中文是什么|||电荷耦合器件
4121|||zklnj417 轴承的外径是多少|||210
4122|||王耀是哪个组织的|||联合国五大常任理事国之一
4123|||settextcharacterextra的函数原型是什么|||int settextcharacterextra
4124|||小葛洲的坐标是多少|||21°44′n，112° 14′e
4125|||2004年沃勒有多少人|||4,003
4126|||brocade 425（双端口）的传输速度是多少|||4gb/s
4127|||青春不败什么时间播出|||每周五晚上10点
4128|||成都府社区是什么时候发起的|||2008年12月1日
4129|||中国社科院新闻与传播研究所的上级机关是什么|||社会科学院
4130|||什么人参与阵亡将士纪念日|||全体民众
4131|||波导m008产品的天线在哪|||内置
4132|||诸葛亮的墓在哪|||勉县定军山
4133|||海星类有什么体征|||背腹扁平
4134|||列尔斯2013年有多少人口|||1,229
4135|||图尔奇诺夫是什么职位|||乌克兰祖国党副主席
4136|||融泰花园供参考的平均价格是多少|||11486元/㎡
4137|||石破天的师父是谁|||史小翠
4138|||公元781年还可以用什么指代|||辛酉
4139|||来吧灰姑娘的导师是谁|||曾志伟、高晓松
4140|||进退两难的和声都有谁|||郑知明 辛夷 彭佳慧
4141|||温度显示仪表及其校准是第几次印刷|||1
4142|||苍山越桔（原亚种）在国内分布在哪里|||川，滇，藏
4143|||东风-41洲际弹道导弹的准备时间有多长|||紧急发射1.5~3分钟
4144|||汉王文本仪批量版 pl3000的色彩是多少位的|||48bit
4145|||奥利姆·马克西姆的血统是什么|||混血巨人
4146|||壕是什么意思|||土豪，有钱人
4147|||张家界日报多久发行一次|||每日发行
4148|||htc one的连接能力怎样|||bluetooth 4.0、wi-fi ( 802.11 a/b/g/n)、microusb、dlna、fm收音机、gps、3.5 mm 耳机插孔、nfc无线通讯
4149|||早生凡原产于哪里|||加拿大
4150|||天龙ah-d400的产品阻抗是多少|||64欧姆
4151|||玩三国杀要多长时间|||20-40分钟
4152|||对甲苯胺的危险品运输编号是多少|||un 3451 6.1/pg 2
4153|||小影霸蝴蝶梦gtx460至尊版这款显卡是什么属性|||桌面级芯片
4154|||三峡水利工程花了多少钱|||¥1800亿 (美元$260亿)
4155|||听天命在英语里应该翻译成什么|||do one's level best and leave the rest to god's will
4156|||黄铜立式升降式止回阀的公称压力是多少|||1.6mpa
4157|||2012第四届中美冷链物流会议暨中国国际冷链产业博览交易会属于哪个行业的展会|||物流运输
4158|||腾讯qq的预览版本是什么|||预览版本   tm2013 preview2 2013年11月29日（12个月前） qq 6.0 trial 2014年6月10日（6个月前）
4159|||kanon有没有自动模式|||①无，②有（psp）
4160|||10月12日的前一天是多少日|||10月11日
4161|||10月12日的后一天是什么时候|||10月13日
4162|||哪个名人是在10月12日出生的|||丁玲
4163|||桑植县人民法院是什么类型的经济|||国有
4164|||华为quidway s3026g si-dc48的接口介质是什么|||10/100base-tx
4165|||超频三水晶f-126l的轴承是什么类型的有人|||双滚珠轴承（2 ball bearing）
4166|||创维42e7bre的产品功耗是多少|||70w
4167|||佳域g4什么时候发售|||2013年5月22日
4168|||willplus的主要成员有谁|||神尾刚(主任代表)
4169|||罗小黑的形象是怎样的|||小黑猫，蓝嘴，绿耳，长尾巴
4170|||飞车鬼怪的资料是怎样的|||起喷90
4171|||约翰·戴维森·洛克菲勒的净资产有多少|||3920亿美元~ 6634亿美元换算成2007年的货币价值，根据美国最富裕的历史人物列表（此表以2008年富比世杂志资料为基准）
4172|||中国国航的icao代码是多少有人|||cca
4173|||虹梅南路的路线是怎样的|||北起虹梅路立交桥沪闵路交叉处
4174|||10月12日有哪个名人离世|||张伯伦
4175|||大众帕萨特的汽车是如何驱动的|||前轮驱动、部分车型为４motion四轮驱动
4176|||象有多少画|||12
4177|||吻是什么时候完成的|||1886
4178|||有哪些和中国古代钻探技术相关的名词|||技术,石油,历史
4179|||红薯的果期是什么时候|||9～11月
4180|||韩国是在什么时候存在的|||前11世纪―前757
4181|||嬉野pa的上行营业时间是什么时候|||8:00-19:00
4182|||微莎 470bw9tv什么时候响应|||8.000
4183|||手机充值卡有哪些种类|||10、30、50、100、300、500元
4184|||黑河的面积有多大|||150.15平方公里
4185|||蕃有多少画|||15
4186|||长沙真耶稣教堂有多少间房|||23间
4187|||维克黜人入侵者的稀有程度怎么样有人|||卡牌版本:time spiral
4188|||亚里士多德主要研究哪些领域|||哲学、政治、科学
4189|||珠三角地区环线高速公路最近是什么时候通车的|||2014年12月31日肇花高速公路
4190|||中国国家安全部的业务上级机构是什么|||中央国家安全工作领导小组
4191|||格力ntsa-7的采暖面积是多少|||小于20平方米
4192|||国家能源主动配电网技术研发中心依托于什么单位|||北京交通大学
4193|||成都团购网站大全提供哪些服务|||各种团购网站信息
4194|||尼康d3200是什么时候上架的|||2012-04-19
4195|||innodisk genie drive slide(8gb)有多宽|||33
4196|||美的ks50ue-06t的水箱容积有多大有人|||x12小时
4197|||mlcc的厂家有哪些|||日本京瓷、村田、丸和、tdk
4198|||斯蒂芬·金的妻子是谁|||塔比莎·金/ 娜欧蜜·瑞秋·金
4199|||10月12日位于全年的什么位置|||是阳历一年中的第285天（闰年第286天）
4200|||王母娘娘的生日是什么时候|||3.13
4201|||贺新郎·篆缕消金鼎的词牌名是什么时候|||贺新郎
4202|||阿曼迪奥·费利佩·达·科斯塔在场上是什么位置|||后卫
4203|||博尼bn-030q/ss-m的图象分辨率是多少有人|||(dpi)540
4204|||塔特拉山国家公园是什么时候建的|||1948年
4205|||卡萨比安乐队的鼓手是谁|||ronnie vannucci, jr.
4206|||华联商业家南北向宽多少|||160多米，
4207|||安达通sjw74—t2000长多少|||440
4208|||38t坦克的发动机功率是多少|||发动机：  125hp
4209|||经缎组织应用在什么行业|||纺织业
4210|||鬼哭街的画面尺寸是多大的|||800×600 16bit/1024×768 32bit(全年龄版)
4211|||德川秀忠的正室是谁|||崇源院（阿江）
4212|||嬉野pa下行营业时间是多少|||8:00-19:00
4213|||华夏汽车装饰网的注册会员有多少|||超过100万
4214|||法外狂徒的物理攻击是多少|||8
4215|||玩偶游戏的日文名是什么|||こどものおもちゃ
4216|||联想 a60+的手机是多大的有人|||115.8x60.8x11.9mm
4217|||清华工程物理学有哪些下属|||6个研究所，1个教育部重点实验室
4218|||青岛天主教堂有什么参考资料|||青岛天主教堂简介
4219|||理查德·温特斯是哪个部队的|||第101空降师506团第2营e连
4220|||汕优448的亲本来源是哪里|||珍汕97a×成恢488
4221|||皋玉凤是什么职务|||董事长
4222|||道藏辑要的编者是谁有人|||彭定求
4223|||南京市旅游市场管理条例的第三章是什么内容|||经营服务
4224|||单车男孩安卓版适用固件的版本是什么|||android 2.1 以上
4225|||bpy系列隔爆型防爆荧光灯的防护等级是多少|||ip65
4226|||理查德·尼克松效忠于哪个国家|||美利坚合众国
4227|||华严寺是什么建筑风格|||仿木建筑结构
4228|||雪人的上一部作品是什么|||救赎者
4229|||匡章有哪些贡献|||率军打退秦国的进攻
4230|||康能普视edius sd的输入接口是什么|||1 x bnc sdi、1 x bnc sd ref
4231|||苹果powermac g5 m9020ch/a的cpu型号是多少|||二级缓存512k，前端总线 800mhz
4232|||华硕ux31ki2557e(128gb)是什么类型的硬盘|||固态硬盘
4233|||江干区安全生产监督管理局是什么职能|||贯彻执行国家的法律
4234|||白鲜汤的相关记载在哪里|||《嵩崖尊生》
4235|||杭州银桥大酒店有哪些其他服务|||旅游咨询、行李保管等
4236|||醋酸倍氟美松的cas rn是多少|||987-24-6
4237|||普天乐·花园改道院的宫调是什么|||中吕
4238|||埇桥区环境保护局的局长是谁|||刘秀奎
4239|||安奇数码科技有限公司的规模有多大|||10~20人
4240|||安义县供销社是什么建制|||正科级建制
4241|||罗坑水库的下有流出到哪|||袂花江
4242|||野人之爱的语音是什么语言的|||中文
4243|||二十七日又大雪凡半月是哪位诗人的|||方回
4244|||堇青石有什么习性|||短柱状晶形，常见双晶
4245|||snr 7340c 轴承的新型号是多少有人|||7340c
4246|||索尼peg-tj27怎么输入的|||触控笔输入
4247|||阳朔西街假期酒店是什么级别|||☆☆☆（准三星）
4248|||弗朗西斯科·佛朗哥在哪里参战的|||里夫山脉战役 (负伤) 西班牙内战
4249|||北京地铁6号线是什么比赛类型|||移动闭塞
4250|||惊蛰是什么|||农历24节气中的第三个节气
4251|||伊顿p9120 1000va的后备时间是多少有人|||8分钟
4252|||丰宁德尚这个楼盘有什么特色|||公园地产
4253|||城隍庙是什么时候重修的|||2008年
4254|||qsz92式半自动手枪的研发者是谁|||中国北方工业公司
4255|||大冶有色金属集团控股有限公司的收入是多少|||800亿元
4256|||淮安博爱医院有什么技术支持|||淮安名医堂
4257|||港铁都城嘉慕电动列车的控制装置是什么|||gec gto 斩波器 第2b代:三菱 rct choppper
4258|||阿伯丁的捐赠基金是多少|||29.2 m 英镑 [2]
4259|||歼-31是哪个国家研制的|||中国
4260|||闽清县地税局是什么时候组建的|||1994年8月
4261|||切尔诺阿尔法是什么机型|||1号机（电影），4号机（小说）
4262|||乐天峰是什么时候落成的|||2010年
4263|||战罗盘h168加强版的gps芯片是怎样的|||800mhz×2主频
4264|||莱芜市公安局的办公面积有多大|||7163平方米
4265|||批发商用法语怎么说|||katair
4266|||塞林盖水电站什么时候完工的|||1982年
4267|||预防低温冰冻灾害知识问答的市场价是多少有人|||￥9.8元
4268|||ntdll.dll是系统dll文件|||是
4269|||皇甫村隶属于哪里|||衡水市武强县孙庄乡
4270|||水罐的监制是谁|||张慈玲、贾 宁
4271|||唐彩绘舞蹈女俑的相关数据|||高22.5厘米 中高29.5厘米
4272|||11eyes -罪与罚与赎的少女有没有讯息略过|||有（pc、ios）
4273|||avery 6406的打印宽度是多少|||159.94
4274|||豹子头贝丘遗址分布在哪里|||为100米×50米
4275|||鸟盖变形兽纹壶收藏在哪里|||镇江博物馆藏
4276|||济青高铁投资了多少钱|||600亿元
4277|||山顶公园有哪些景观|||鹰林叠翠、石道冲天、城楼迎雁
4278|||2012年brandz全球最具价值品牌百强排行榜的第二名是谁有人|||ibm
4279|||胶济客远专线是什么时候开工的|||2007年1月8日
4280|||v.grass维格娜丝公司在哪里|||上海闵行合川路3051号莱茵虹桥
4281|||小玉的外貌是怎么样的|||花斑
4282|||中国证券业协会关于2010年春节暂停代办股份转让安排的通知是哪个机构颁布的|||中国证券业协会
4283|||p-59战斗机机高多少有人|||3.76米
4284|||紫之甜蜜一共有多少字|||181869
4285|||诺贝尔奖第一次是什么时候颁布的|||1901年12月10日
4286|||王梓蘅的圈中好友都有谁|||程奕杰、刘海波，周晓文，宇桐非[4]
4287|||空之境界这部影片有多长|||49分
4288|||湖南省桂阳至临武高速公路项目是什么时候通车的|||2012年11月30日零点。
4289|||豪门娇媳有着怎样的创作背景|||磨铁中文网签约首发
4290|||隆化县审计局内设哪些部门|||办公室等
4291|||深圳城市客栈华侨城创意园店有多少层|||6
4292|||我想请问t34重型坦克是什么时候研发的|||1945年[1]
4293|||大唐豪侠现在是怎样的运营状态|||正式运营
4294|||晓之护卫的音乐制作是谁|||伊福部武史（angel note）
4295|||铁西自然保护区是什么时候设置的|||2006年9月4日
4296|||哈亚兹的命中率是多少|||48%
4297|||澳大利亚国族的最佳成绩是什么|||八分之一决赛，2006年
4298|||明郑时期现在属于哪里|||中华民国（台湾）
4299|||石门水库的坝顶有多长|||217米
4300|||萨哈林航空有几个机队|||17
4301|||澄达东景苑有几个座|||共20座
4302|||中山路是什么性质的道路|||城市主干道
4303|||英雄无敌online的显卡是什么|||tnt2m64
4304|||石座菌属的定名人是谁|||malloch & cain
4305|||星酷商务服务有限公司有哪些荣誉|||2009年度最佳tp设计商
4306|||寂静之塔是什么构造的|||石块砌成的环形无顶建筑
4307|||胡庆余堂国药号是在哪里创建的|||浙江  杭州
4308|||屠夫的攻击力是多少|||52-58
4309|||弥勒葡萄的品质有什么特点|||色泽艳丽，品质高
4310|||武汉网球公开赛的奖金是多少|||$2,400,000
4311|||送张嘉父长官的第一句|||都城昔倾盖
4312|||纽埃的国歌是什么|||《天堂的主》
4313|||上海轨道交通11号线在哪里营运|||中国上海市 中国江苏省昆山市
4314|||thinkpad s430 3364a57的处理器平台是什么有人|||ivb(ivy bridge)
4315|||海沧大桥在哪里|||厦门岛西海域/海沧半岛东海域
4316|||美梦俱乐部:携带版是哪个厂商开发的|||tamsoft
4317|||莫斯科建材展多久举办一次|||一年一届
4318|||铁路崩溃的人气怎么样|||2心
4319|||西南石油大学的办学目标是什么|||世界知名的特色大学
4320|||剑齿虎装甲车的车长是多少|||6.7米
4321|||姚振华书画是在哪里出生的|||古城兖州
4322|||灰汤的水温是多少|||89.5℃
4323|||东盛苑的物业费是多少钱|||0.80元/平米·月
4324|||超烂减肥法在哪里比较流行|||网络
4325|||乔治湖从哪里流出|||la chute river
4326|||丰国神社的例祭是什么时候|||9月18日
4327|||2014年汤姆斯杯的赛场在哪里|||西里堡综合运动场
4328|||789的现任领导人是谁|||负电荷
4329|||台北市政府的沿革历史|||1920年10月1日 （设台北市（州辖市）役所） 1945年10月25日 （设台北市（省辖市）政府） 1967年7月1日 （设台北市（直辖市）政府）
4330|||黄有龙的注册资本是多少|||1000万元
4331|||狱岩石短剑有什么职业限制|||鬼剑士
4332|||godmobi 华硕asus eee pc a4 4400毫安笔记本电池是什么类型的|||锂离子电池
4333|||email-worm.win32.warezov.at的公开范围是怎样的|||完全公开
4334|||龙修从属于哪里|||罗网*
4335|||轰-5是哪个公司制造的|||中航工业哈尔滨飞机工业集团公司
4336|||三星 a5的最大像素是多少|||530万
4337|||刚严怎么读|||gāng yán
4338|||钟馗古画邮票全套有多少枚|||2
4339|||极品飞车片子有多长|||130 min
4340|||盘式制动器主要由什么组成|||制动盘
4341|||飓风古斯塔夫影响哪些地区|||北美洲东部地区
4342|||博士来拜是什么类型的|||木板油画
4343|||88式狙击步枪的枪管多长|||620mm
4344|||埃及白麻是什么样式的花草|||流纹状 | flow lines
4345|||中国96式主战坦克的次要武器是什么|||7.62毫米机枪、12.7毫米高射机枪
4346|||母亲节起源自哪里|||古希腊现代起源：美国
4347|||机械加工工艺的目的是什么|||改变毛坯的形状、尺寸、相对位置
4348|||曲阜市的中心坐标是多少|||35°36′00″n 116°59′10″e / 35.6°n 116.986°e
4349|||赤兔之死这个作品的作者是谁|||陈寿
4350|||广元市是什么时候开馆的|||2013年12月28日
4351|||绩效考核方法针对什么人|||企业中每个职工所承担的工作
4352|||mim-104防空导弹是什么时候研制的|||1969年
4353|||逮捕王上映的相关信息|||2011年5月4日   韩国
4354|||乔万尼·薄伽丘有什么主张|||幸福在人间，肯定人的尊严与价值
4355|||普惠r-1340发动机是什么型式|||活塞发动机
4356|||赤水风景名胜区被誉为什么|||丹霞之冠
4357|||东方艺术有什么体现|||圆明园，埃及金字塔，兵马俑
4358|||西南军政委员会的驻地在哪里|||重庆
4359|||双百亿工程的措施是什么|||加快推进百亿园区建设
4360|||锦云寺最初叫什么|||接引寺
4361|||益智瑜伽的配音用的什么语言|||普通话
4362|||最终幻想之株神的黄昏有多少人支持|||1-10
4363|||西安交大医学院第二附属医院在哪|||西安市新城区北大街西五路157号
4364|||关于早上学的建议|||增加孩子受教育年龄弹性
4365|||速通卡是哪个单位制作的|||北京速通科技有限公司
4366|||杭州市卖鱼桥小学的教育理念是什么|||尊重差异，赏识个体
4367|||男人装是在哪个国家创刊的|||英国；中国
4368|||亚历山大一世是什么时候加冕的|||1801年3月24日(23岁)[1]
4369|||华严寺供奉的是什么神|||如来
4370|||剑齿虎装甲车有多宽|||2.36米
4371|||剑齿虎装甲车有多高|||3米
4372|||吉安车站的国音电码是多少|||ㄐㄢ
4373|||罗伊斯顿·德伦特的球会资料|||雷丁
4374|||华南师范大学增城康大学院占地多少|||1000余亩
4375|||白蒺藜药的性味归经|||苦，凉。入肝经
4376|||芹山水库面积是多少|||7.2平方米
4377|||杨佑宁最喜欢什么运动|||篮球、游泳、冲浪
4378|||11eyes -罪与罚与赎的少女-的cg模式是怎么样的|||有（pc、ios）
4379|||天盛（m60）是不是转基因|||否
4380|||书法是什么字体|||甲金篆楷行草隶
4381|||新疆农业科学院粮食作物研究所有多少专业技术人员|||59人
4382|||山谷阅兵球场的草坪有多大|||113 × 70 码（103 × 64 米）
4383|||2011年《福布斯》全球上市公司2000强 (1-100) 的第三名是谁|||general electric
4384|||多普达野火g8的机身内粗是多少|||512mb rom+384mb ram
4385|||平安国际金融中心是哪个单位设计的|||kpf
4386|||比约克是在哪里诞生的|||苏格兰爱丁堡
4387|||篮球外交是在哪里发生的|||朝鲜
4388|||华交会有多少参展方|||3441家（第24届）
4389|||地牢猎手2是什么语言的|||英文 中文
4390|||妃闹学堂：新妃要纳妾的点击量是多少|||3116219
4391|||潘家口水库有多深|||80米，
4392|||山海一家三七是时候竣工的|||2005年
4393|||汉江主要有哪些支流|||丹江、南河、唐白河、堵河
4394|||蕈毒碱型乙酰胆碱受体的uniprot是多少|||p11229
4395|||丽羊羊主要有什么作品|||《星光下的梦想》
4396|||edimax ep-4101的网线接口是什么类型的有人|||rj--45
4397|||安徽师大心理研究会有多少会员|||600人
4398|||三星ua55b8000xf用的是什么液晶面板有人|||黑水晶面板
4399|||艾尔莎 955fx的芯片厂方是哪有人|||ati
4400|||迪思时代数据科技（北京）有限公司的目标是什么|||最优状态运行并从大数据的获取
4401|||晋甘蓝3号的平均亩产是多少|||5 176千克
4402|||in win h-frame的机箱是什么类型|||台式机箱（中塔）
4403|||长江之星号邮轮的造型是怎样的|||幽雅别
4404|||创亿bic-21/24c用的是什么类型的墨盒|||彩色
4405|||进行潢尺蛾东北亚种属于什么目|||鳞翅目
4406|||星雪神话的男主角是谁|||龙少卿
4407|||波特卡斯·d·艾斯是什么时候死的|||海圆历1520年
4408|||是谁开发的pocketc|||谢文彬
4409|||蕈毒碱型乙酰胆碱受体的entrez是多少|||1128
4410|||奔腾b70的变速箱是什么样的|||6档手动/6档手自一体
4411|||杰微jwa75mt-l用的是什么音频芯片|||集成6声道音效芯片
4412|||纳西莎·马尔福的姐姐是谁|||贝拉特里克斯·兰斯特兰奇
4413|||女神异闻录2是哪个厂商制作的|||atlus co.,ltd.
4414|||array_key_exists的输出是多少|||key exists!
4415|||钟家湾村主要种植什么|||茶叶·花椒等作物
4416|||港科大一共有多少人|||12584人
4417|||11eyes -罪与罚与赎的少女-有没有回忆模式|||有（pc、ios
4418|||虎纹蛙是谁在什么时候命名的|||wiegmann,1835
4419|||我的女神ova原著是谁|||藤岛康介
4420|||潘金莲是在什么作品中出场的|||《水浒传》、《金瓶梅》
4421|||自由之声电台是什么时候开播的|||1962年
4422|||张丽的眼睛是什么颜色的|||棕色
4423|||9.18公务员连考的程序|||报考
4424|||宁夏珍品用什么单位计量|||公斤
4425|||杭州东站是什么性质的车站|||亚洲最大交通枢纽之一
4426|||芭芭拉·斯特赖桑德是什么时候出生的|||1942
4427|||菲拉格慕非凡之旅淡香水是什么牌子的|||ferragamo
4428|||ian hallard的爱人是谁|||马克·加蒂斯  mark gatiss
4429|||工会主席有哪些责任|||负责单位工会委员会日常工作
4430|||英国广播公司是谁所有的|||英国民间出资
4431|||莱德（ryde）是谁的州选区|||赖德兰科夫
4432|||宸妃是什么时候出现的|||唐高宗时期
4433|||云南少儿影视模特大赛适合哪些人|||少儿
4434|||文昌阁是什么时候建的|||清代
4435|||东区的区长是谁|||杨清泉
4436|||h76x对夹蝶式双瓣止回阀是什么型号的|||h76
4437|||适马apo70-200f2.8exdghsm的焦距是多少有人|||70-200 mm
4438|||热能与动力工程的就业方向是什么|||热能动力设备及系统的设计运行等
4439|||山东水利学会下设什么|||水文、泥沙、水工等专业委员会
4440|||伊藤由奈喜欢哪位歌手|||mariah carey 、janet jackson
4441|||2012天府雀王争霸赛四川麻将大赛的详细情况|||30万人参与海选
4442|||石门水库可以灌溉多大面积|||5000亩
4443|||学雷锋纪念日是什么类型的节日|||纪念日
4444|||亿格瑞r6aii pro的输出分辨率|||高清1080p输出
4445|||万莱康牌灵芝景天胶囊来自于哪里|||公司海拔4000米以上
4446|||周琦是哪个球队的|||辽宁青年队/新疆队
4447|||应急维稳保障信息化工程面向哪些群体|||重点地区、特殊群体、敌对势力
4448|||without you是谁唱的|||2pm
